onset_scan_mask_number,severity_mask_number,mrs_mask_number,age_mask_number,infarction_mask_number,precise_mask_number,sleep_mask_number,anticoag_mask_number,Probabilities,Thrombolysis_real
0,0,2,0,0,1,0,0,[0. 0.],[0 0]
0,0,2,0,0,1,0,1,[0.],[0]
0,0,2,0,0,1,1,0,[],[]
0,0,2,0,0,1,1,1,[],[]
0,0,2,0,1,0,0,0,"[0.   0.03 0.01 0.21 0.16 0.12 0.   0.01 0.04 0.04 0.4  0.01 0.05 0.
 0.22]",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
0,0,2,0,1,0,0,1,[0.   0.01 0.01 0.01 0.01 0.   0.34 0.12 0.   0.01],[0 0 0 0 0 0 0 0 0 0]
0,0,2,0,1,0,1,0,[0.04 0.  ],[0 0]
0,0,2,0,1,0,1,1,[0.02 0.  ],[0 0]
0,0,2,0,1,1,0,0,[0.89 0.53 0.02 0.4  0.05 0.31 0.17 0.14 0.2  0.22 0.62 0.21 0.51],[1 1 0 1 0 1 0 0 1 1 1 1 0]
0,0,2,0,1,1,0,1,"[0.04 0.3  0.25 0.02 0.04 0.02 0.46 0.02 0.03 0.01 0.1  0.05 0.04 0.16
 0.34 0.43 0.2  0.12 0.03 0.03 0.11 0.01 0.01]",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 1 0 0]
0,0,2,0,1,1,1,0,[],[]
0,0,2,0,1,1,1,1,[],[]
0,0,2,1,0,0,0,0,[0. 0. 0. 0. 0.],[0 0 0 0 0]
0,0,2,1,0,0,0,1,[0. 0. 0. 0.],[0 0 0 0]
0,0,2,1,0,0,1,0,[],[]
0,0,2,1,0,0,1,1,[],[]
0,0,2,1,0,1,0,0,[0. 0. 0.],[0 0 0]
0,0,2,1,0,1,0,1,[0. 0. 0. 0. 0.],[0 0 0 0 0]
0,0,2,1,0,1,1,0,[],[]
0,0,2,1,0,1,1,1,[],[]
0,0,2,1,1,0,0,0,"[0.01 0.12 0.04 0.08 0.02 0.11 0.   0.16 0.1  0.08 0.03 0.   0.01 0.01
 0.   0.03 0.02 0.06 0.01 0.01 0.03 0.04 0.03 0.02 0.04 0.34 0.   0.12
 0.01 0.04 0.02 0.21 0.07]",[0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
0,0,2,1,1,0,0,1,"[0.07 0.23 0.15 0.   0.03 0.01 0.02 0.01 0.01 0.   0.01 0.   0.01 0.04
 0.   0.   0.06 0.   0.02 0.01 0.   0.   0.  ]",[0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0]
0,0,2,1,1,0,1,0,[0.   0.02 0.  ],[0 0 0]
0,0,2,1,1,0,1,1,[0. 0.],[0 0]
0,0,2,1,1,1,0,0,"[0.33 0.14 0.   0.16 0.27 0.08 0.   0.17 0.01 0.54 0.08 0.34 0.   0.04
 0.28 0.14 0.89 0.02 0.   0.13 0.03 0.67 0.   0.38 0.43 0.02 0.36 0.04
 0.03 0.84 0.13 0.05 0.19 0.08 0.06 0.02 0.55 0.43 0.24 0.01 0.02 0.1
 0.13 0.45 0.62 0.01 0.03 0.22 0.65 0.02]","[0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 1 0 0 1 0 0 0 0 0 0 1 0 0 1 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 1 0 0 1 0 0]"
0,0,2,1,1,1,0,1,"[0.01 0.   0.01 0.24 0.66 0.05 0.03 0.01 0.38 0.01 0.08 0.01 0.   0.33
 0.03 0.06 0.01 0.   0.06 0.07 0.01 0.16 0.04 0.02 0.2  0.07 0.01 0.03
 0.01 0.05 0.4 ]",[0 0 0 1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 1 0 1 0 0 0 0 0 0]
0,0,2,1,1,1,1,0,[],[]
0,0,2,1,1,1,1,1,[],[]
0,1,0,0,0,0,0,0,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0.]","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0]"
0,1,0,0,0,0,0,1,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0.]","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]"
0,1,0,0,0,0,1,0,[0. 0. 0. 0.],[0 0 0 0]
0,1,0,0,0,0,1,1,[0. 0. 0.],[0 0 0]
0,1,0,0,0,1,0,0,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0.]","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]"
0,1,0,0,0,1,0,1,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0]"
0,1,0,0,0,1,1,0,[],[]
0,1,0,0,0,1,1,1,[],[]
0,1,0,0,1,0,0,0,"[0.32 0.56 0.1  0.23 0.89 0.42 0.63 0.17 0.67 0.73 0.77 0.93 0.24 0.34
 0.66 0.35 0.67 0.32 0.7  0.21 0.52 0.82 0.73 0.48 0.81 0.85 0.44 0.74
 0.43 0.71 0.3  0.61 0.35 0.68 0.89 0.51 0.71 0.72 0.47 0.72 0.74 0.09
 0.48 0.85 0.92 0.72 0.75 0.76 0.81 0.63 0.77 0.72 0.47 0.92 0.88 0.44
 0.51 0.41 0.51 0.75 0.33 0.64 0.28 0.82 0.65 0.25 0.68 0.69 0.25 0.87
 0.88 0.34 0.81 0.93 0.89 0.41 0.41 0.87 0.59 0.72 0.67 0.73 0.56 0.82
 0.46 0.74 0.76 0.73 0.8  0.87 0.76 0.69 0.76 0.5  0.93 0.67 0.11 0.6
 0.8  0.6  0.47 0.68 0.08 0.7  0.76 0.84 0.78 0.73 0.61 0.4  0.62 0.66
 0.93 0.54 0.36 0.62 0.9  0.44 0.51 0.82 0.36 0.55 0.51 0.46 0.65 0.72
 0.78 0.73 0.39 0.41 0.79 0.5  0.21 0.34 0.85 0.73 0.88 0.73 0.9  0.53
 0.59 0.89 0.59 0.79 0.6  0.8  0.85 0.87 0.94 0.39 0.75 0.78 0.19 0.69
 0.49 0.57 0.65 0.23 0.77 0.8  0.69 0.86 0.76 0.82 0.68 0.25 0.89 0.91
 0.21 0.41 0.58 0.68 0.72 0.13 0.6  0.78 0.89 0.46 0.69 0.35 0.66 0.72
 0.89 0.76 0.71 0.32 0.69 0.63 0.65 0.21 0.86 0.83 0.5  0.71 0.92 0.69
 0.3  0.59 0.92 0.01 0.93 0.47 0.86]","[0 0 0 0 1 1 1 0 1 1 1 1 1 1 1 1 1 0 0 1 1 1 1 0 1 1 0 1 1 1 1 1 0 1 1 1 1
 1 1 1 1 0 1 1 0 1 0 1 1 0 1 1 1 1 1 0 1 0 0 0 0 0 0 0 1 1 1 1 0 0 1 1 1 0
 0 0 0 1 1 1 1 0 1 0 1 1 0 1 1 1 1 1 0 1 1 1 0 1 1 1 1 1 0 1 0 0 0 1 1 0 1
 0 1 1 0 0 1 1 1 0 0 1 1 0 1 1 1 1 1 1 1 0 1 0 1 1 1 1 1 0 0 1 0 1 0 1 1 1
 1 0 1 1 0 1 0 0 1 0 1 1 1 1 1 1 0 0 1 1 0 1 0 1 0 1 1 1 1 0 0 0 1 1 1 1 0
 1 1 1 1 1 1 1 0 1 1 1 0 1 1 0 1 0 1]"
0,1,0,0,1,0,0,1,"[0.25 0.58 0.03 0.63 0.29 0.13 0.65 0.74 0.51 0.86 0.87 0.02 0.58 0.57
 0.06 0.92 0.48 0.34 0.83 0.01 0.21 0.71 0.73 0.83 0.83 0.01 0.52 0.49
 0.39 0.11 0.02 0.74 0.04 0.09 0.43 0.71 0.11 0.14 0.56 0.06 0.88 0.78
 0.75 0.56 0.54 0.2  0.6  0.14 0.88 0.58 0.51 0.05 0.24 0.5  0.04 0.28
 0.56 0.81 0.14 0.41 0.69 0.27 0.12 0.02 0.48 0.32 0.69 0.14 0.04 0.58
 0.14 0.01 0.12 0.24 0.29 0.28 0.52 0.09 0.06 0.7  0.67 0.58 0.05 0.85
 0.37 0.05 0.9  0.66 0.31 0.41 0.06 0.27 0.96 0.69 0.61 0.4  0.83 0.29
 0.59 0.03 0.23 0.51 0.82 0.42 0.21 0.23 0.68 0.3  0.42 0.13 0.48 0.85
 0.92 0.42 0.2  0.28 0.71]","[0 1 0 1 1 0 1 1 0 1 1 0 0 1 0 1 0 1 1 0 0 0 1 1 1 0 0 1 0 0 0 1 0 0 0 1 0
 0 1 0 1 1 1 0 0 0 1 1 1 1 1 0 1 1 0 1 0 1 1 1 1 0 0 0 1 0 0 1 0 1 0 0 0 0
 0 0 0 0 0 1 1 1 0 1 1 0 1 1 1 1 0 0 0 0 1 0 1 1 1 0 0 1 1 1 0 1 1 0 1 0 1
 1 1 0 0 0 0]"
0,1,0,0,1,0,1,0,"[0.17 0.22 0.11 0.04 0.   0.18 0.05 0.18 0.35 0.   0.17 0.17 0.05 0.17
 0.25 0.37 0.06 0.07 0.26 0.06 0.05 0.11 0.38 0.02 0.02 0.03 0.06 0.23
 0.21 0.14 0.11 0.08]",[0 0 0 0 0 1 0 0 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 1]
0,1,0,0,1,0,1,1,"[0.02 0.13 0.23 0.03 0.21 0.07 0.22 0.02 0.09 0.03 0.26 0.03 0.11 0.16
 0.09 0.06 0.02 0.02 0.19 0.04 0.1  0.17 0.1 ]",[0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1]
0,1,0,0,1,1,0,0,"[0.89 0.84 0.8  0.87 0.85 0.97 0.95 0.97 0.93 0.88 0.76 0.93 0.92 0.85
 0.91 0.86 0.6  0.75 0.59 0.79 0.89 0.89 0.79 0.83 0.98 0.73 0.96 0.88
 0.87 0.79 0.78 0.78 0.88 0.82 0.75 0.96 0.91 0.77 0.85 0.73 0.94 0.88
 0.97 0.97 0.76 0.82 0.76 0.88 0.81 0.88 0.89 0.85 0.83 0.88 0.7  0.7
 0.92 0.41 0.71 0.87 0.83 0.87 0.8  0.92 0.89 0.85 0.89 0.92 0.87 0.98
 0.91 0.91 0.78 0.58 0.92 0.9  0.92 0.91 0.91 0.93 0.95 0.83 0.91 0.93
 0.93 0.86 0.97 0.71 0.9  0.85 0.77 0.75 0.82 0.79 0.94 0.82 0.92 0.9
 0.62 0.74 0.88 0.9  0.94 0.71 0.69 0.85 0.88 0.84 0.95 0.73 0.91 0.94
 0.93 0.91 0.77 0.71 0.96 0.95 0.89 0.95 0.88 0.92 0.91 0.88 0.86 0.93
 0.85 0.84 0.88 0.51 0.91 0.92 0.96 0.89 0.89 0.87 0.84 0.9  0.83 0.55
 0.53 0.92 0.87 0.82 0.89 0.68 0.81 0.83 0.75 0.77 0.9  0.91 0.77 0.88
 0.92 0.9  0.91 0.93 0.78 0.86 0.9  0.82 0.86 0.71 0.83 0.81 0.96 0.88
 0.87 0.92 0.91 0.88 0.78 0.8  0.67 0.95 0.9  0.8  0.94 0.9  0.76 0.84
 0.9  0.73 0.86 0.95 0.79 0.86 0.76 0.94 0.77 0.81 0.88 0.57 0.86 0.97
 0.7  0.85 0.89 0.93 0.94 0.77 0.87 0.86 0.52 0.95 0.79 0.92 0.81 0.81
 0.77 0.84 0.8  0.92 0.89 0.78 0.95 0.9  0.97 0.94 0.95 0.91 0.89 0.73
 0.79 0.78 0.9  0.78 0.88 0.95 0.73 0.82 0.9  0.8  0.63 0.79 0.87 0.75
 0.78 0.91 0.81 0.88 0.96 0.83 0.82 0.94 0.93 0.86 0.79 0.97 0.73 0.59
 0.71 0.95 0.85 0.9  0.9  0.9  0.9  0.69 0.91 0.97 0.89 0.89 0.96 0.9
 0.95 0.84 0.89 0.9  0.89 0.87 0.88 0.85 0.81 0.64 0.86 0.88 0.86 0.87
 0.76 0.88 0.84 0.75 0.5  0.81 0.85 0.78 0.91 0.89 0.92 0.72 0.91 0.77
 0.87 0.88 0.93 0.8  0.75 0.83 0.92 0.97 0.98 0.88 0.91 0.89 0.93 0.78
 0.6  0.84 0.89 0.97 0.7  0.94 0.9  0.98 0.72 0.92 0.88 0.81 0.93 0.93
 0.68 0.61 0.91 0.91 0.87 0.87 0.86 0.91 0.91 0.91 0.94 0.97 0.97 0.77
 0.87 0.75 0.98 0.93 0.96 0.9  0.9  0.95 0.9  0.87 0.86 0.92 0.7  0.88
 0.93 0.86 0.58 0.94 0.9  0.83 0.84 0.97 0.88 0.84 0.94 0.87 0.78 0.7
 0.93 0.82 0.95 0.78 0.81 0.92 0.8  0.95 0.79 0.93 0.92 0.92 0.94 0.96
 0.83 0.84 0.52 0.7  0.84 0.85 0.84 0.63 0.7  0.87 0.88 0.85 0.87 0.66
 0.76 0.82 0.84 0.9  0.92 0.81 0.96 0.95 0.86 0.82 0.52 0.69 0.69 0.86
 0.87 0.86 0.71 0.61 0.88 0.96 0.6  0.71 0.87 0.96 0.91 0.85 0.87 0.89
 0.62 0.89 0.87 0.9  0.88 0.85 0.9  0.9  0.94 0.75 0.87 0.86 0.98 0.86
 0.9  0.96 0.62 0.96 0.6  0.67 0.78 0.84 0.98 0.91 0.85 0.8  0.88 0.88
 0.94 0.84 0.72 0.75 0.85 0.86 0.72 0.82 0.88 0.94 0.78 0.8  0.82 0.78
 0.92 0.84 0.42 0.72 0.91 0.96 0.96 0.96 0.74 0.77 0.82 0.77 0.9  0.88
 0.93 0.77 0.88 0.82 0.91 0.43 0.86 0.85 0.72 0.85 0.86 0.82 0.77 0.96
 0.86 0.73 0.83 0.98 0.9  0.81 0.91 0.86 0.91 0.95 0.98 0.91 0.93 0.93
 0.65 0.92 0.96 0.91 0.92 0.88 0.95 0.86 0.85 0.88 0.86 0.85 0.88 0.94
 0.85 0.76 0.79 0.71 0.93 0.93 0.9  0.94 0.8  0.93 0.85 0.91 0.91 0.89
 0.63 0.87 0.88 0.91 0.84 0.94 0.86 0.92 0.9  0.91 0.98 0.56 0.87 0.78
 0.92 0.79 0.76 0.84 0.79 0.9  0.89 0.97 0.91 0.95 0.95 0.84 0.94 0.9
 0.91 0.95 0.94 0.91 0.91 0.78 0.63 0.89 0.96 0.87 0.91 0.83 0.92 0.88
 0.82 0.77 0.89 0.92 0.75 0.86 0.91 0.82 0.89 0.94 0.9  0.78 0.86 0.94
 0.92 0.7  0.94 0.76 0.82 0.87 0.86 0.88 0.81 0.31 0.91 0.89 0.83 0.96
 0.91 0.88 0.93 0.96 0.92 0.88 0.82 0.96 0.68 0.92 0.84 0.92 0.89 0.93
 0.85 0.86 0.98 0.68 0.8  0.89 0.96 0.96 0.83 0.93 0.91 0.85 0.93 0.88
 0.57 0.33 0.74 0.87 0.67 0.94 0.92 0.91 0.89 0.82 0.81 0.93 0.93 0.79
 0.9  0.93 0.84 0.41 0.87 0.9  0.93 0.81 0.88 0.73 0.8  0.89 0.92 0.93
 0.96 0.81 0.92 0.7 ]","[1 1 1 1 1 1 1 1 1 1 1 0 1 1 1 1 0 1 1 1 1 1 1 0 1 1 1 1 1 1 1 0 1 1 1 1 1
 1 0 1 1 1 1 1 1 1 1 1 0 1 0 1 1 1 1 1 1 0 0 1 1 0 1 1 1 1 1 1 1 1 1 1 1 0
 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1 1 1 1 1 1 1 1 1 0 1
 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 0 1 0 1 1 1 0 1 0 1 1 1 1 1 1 0 0 1 1 1 0
 1 1 1 1 1 0 1 1 1 1 1 0 1 1 1 1 1 1 1 1 1 1 1 1 1 0 0 1 1 1 1 1 1 1 0 1 1
 1 0 0 1 1 1 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1
 1 1 0 1 0 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1 1 1 1 1 1 1 0 1 0 1 1 1 1
 1 1 1 1 1 0 1 1 0 1 1 1 1 1 0 1 0 1 1 1 1 1 1 1 1 1 0 1 1 1 0 1 0 1 0 1 1
 1 1 1 1 1 1 1 1 0 1 1 1 1 1 0 1 1 1 1 1 1 0 1 1 1 1 1 0 1 1 0 1 1 1 1 1 1
 1 1 1 1 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1 1 1 1 0 1 1 1 1 0 1 1 1 1
 1 1 1 1 0 1 1 1 0 0 0 1 0 1 1 1 1 1 1 0 1 1 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1
 1 1 0 0 1 1 1 1 1 1 1 0 1 1 1 0 1 1 0 1 1 1 0 1 1 1 0 1 1 1 1 1 1 1 1 1 1
 1 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 0 1 1 1 1 1 1 1 0 1 1 0 1 1 1 1
 1 1 0 1 1 1 0 1 1 1 1 1 1 1 0 0 0 1 1 1 1 1 1 0 1 1 0 1 1 1 1 1 1 1 1 1 0
 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1 1 0 1 1 1 1 1 1 0 1 1 1 1 1 1 1 0 1 1 1
 1 1 1 0 1 1 1 1 1 1 1 0 1 1 1 1 1 1 1 1 1 1 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1
 0 1 1 1 0 0 1 1 1 0 1 1 1 1 0 1 0 1 0 1 1 1 1 1 1 1 1 0 0 0 1 0 1 0 1 1 1
 1 1 1 1 1 1 1 1 1 1 0 1 1 1 0 1 1 1 0 1 1 1 1 0 1 1 1 1 1 1 1 0 0]"
0,1,0,0,1,1,0,1,"[0.21 0.28 0.18 0.93 0.91 0.83 0.75 0.22 0.94 0.84 0.53 0.74 0.85 0.22
 0.89 0.16 0.84 0.03 0.07 0.87 0.87 0.29 0.66 0.15 0.91 0.88 0.78 0.9
 0.82 0.91 0.93 0.93 0.54 0.88 0.9  0.95 0.7  0.86 0.87 0.93 0.9  0.93
 0.38 0.85 0.99 0.92 0.48 0.39 0.92 0.43 0.92 0.77 0.2  0.91 0.4  0.47
 0.62 0.91 0.84 0.87 0.8  0.92 0.88 0.8  0.75 0.87 0.89 0.15 0.74 0.89
 0.95 0.68 0.84 0.89 0.93 0.81 0.95 0.93 0.97 0.8  0.93 0.95 0.77 0.86
 0.93 0.78 0.97 0.81 0.55 0.86 0.96 0.84 0.91 0.88 0.32 0.93 0.7  0.74
 0.29 0.91 0.62 0.92 0.83 0.88 0.96 0.16 0.69 0.92 0.85 0.76 0.81 0.72
 0.91 0.96 0.22 0.97 0.39 0.92 0.51 0.88 0.88 0.92 0.12 0.21 0.96 0.8
 0.56 0.32 0.98 0.78 0.9  0.89 0.8  0.2  0.67 0.68 0.91 0.86 0.86 0.89
 0.51 0.68 0.89 0.87 0.68 0.67 0.88 0.96 0.88 0.89 0.89 0.9  0.33 0.39
 0.82 0.11 0.97 0.33 0.91 0.96 0.81 0.9  0.3  0.81 0.95 0.93 0.94 0.86
 0.87 0.79 0.93 0.25 0.85 0.86 0.93 0.72 0.31 0.7  0.88 0.89 0.1  0.36
 0.14 0.88 0.62 0.84 0.88 0.88 0.82 0.68 0.66 0.84 0.9  0.74 0.92 0.88
 0.68 0.54 0.93 0.9  0.6  0.9  0.33 0.64 0.79 0.63 0.86 0.22 0.83 0.92
 0.9  0.85 0.19 0.89 0.84 0.96 0.46 0.35 0.09 0.63 0.92 0.33 0.85 0.93
 0.88 0.9  0.93 0.36 0.41 0.38 0.58 0.76 0.93 0.95 0.93 0.87 0.84 0.92
 0.59 0.86 0.84 0.48 0.93 0.95 0.74 0.19 0.04 0.84 0.76 0.9  0.51 0.9
 0.1  0.55 0.64 0.68 0.97 0.75 0.82 0.29 0.41 0.75 0.93 0.41 0.69 0.91
 0.84 0.89 0.78 0.85 0.91 0.94 0.68 0.89 0.75 0.91 0.94 0.81 0.82 0.81
 0.83 0.24 0.77 0.19 0.2  0.69 0.56 0.78 0.96 0.91 0.89 0.1  0.82 0.19
 0.88 0.9  0.72 0.83 0.88 0.79 0.69 0.94 0.26 0.94 0.15 0.   0.36 0.14
 0.82 0.88 0.55 0.88 0.88 0.87 0.33 0.75 0.86 0.7  0.87 0.86 0.87 0.3
 0.7  0.84 0.9  0.96 0.9  0.88 0.82 0.82 0.95 0.84 0.93 0.88 0.84 0.9
 0.92 0.25 0.92 0.87 0.06 0.92 0.89 0.86 0.9  0.94 0.87 0.09 0.92 0.88
 0.91 0.95 0.78 0.71 0.79 0.49 0.87 0.83 0.87 0.53 0.85 0.93 0.84 0.76
 0.57 0.88 0.8  0.93 0.91 0.77 0.86 0.95 0.88 0.8  0.12 0.92 0.28 0.56
 0.15 0.86 0.9  0.86 0.73 0.96 0.22 0.11 0.87 0.81 0.83 0.97 0.93 0.7
 0.75 0.89 0.62]","[0 0 1 1 0 0 1 0 1 0 1 1 1 0 1 0 0 0 0 1 1 0 1 1 0 1 1 1 1 1 1 1 1 1 0 1 1
 0 1 1 1 1 1 1 1 1 1 1 1 0 1 1 0 1 0 0 0 1 1 1 1 1 1 1 1 1 1 0 1 1 1 0 1 1
 1 1 0 1 1 0 1 1 1 1 1 1 1 1 0 1 1 1 1 0 0 1 1 1 0 1 0 1 1 1 1 0 0 1 1 0 1
 1 1 1 0 1 0 0 1 1 1 1 0 0 1 1 0 1 1 1 0 1 1 1 1 0 1 1 0 1 0 1 1 1 1 1 1 1
 1 1 1 1 0 0 0 0 1 0 1 1 1 1 0 0 1 1 1 1 1 1 1 0 0 1 0 1 0 0 1 1 0 1 0 1 1
