onset_scan_mask_number,severity_mask_number,mrs_mask_number,age_mask_number,infarction_mask_number,precise_mask_number,sleep_mask_number,anticoag_mask_number,Probabilities,Thrombolysis_real
 1 0 1 1 1 1 1 1 0 1 1 1 1 1 1 1 1 0 0 1 1 1 0 0 1 0 1 1 1 0 1 1 0 0 1 1 0
 1 1 1 1 0 0 1 1 0 1 1 0 0 1 1 1 0 1 1 1 0 1 1 1 0 1 1 1 0 1 0 0 1 1 1 1 1
 0 0 1 1 1 0 1 1 1 1 0 1 1 1 1 0 1 1 0 1 1 1 0 1 0 0 1 1 1 1 1 1 0 1 1 0 1
 1 1 1 0 0 1 0 1 0 0 1 0 1 1 0 1 0 1 0 1 1 0 1 1 1 0 1 1 0 1 1 1 1 1 1 1 0
 1 0 1 1 0 1 1 0 1 1 1 1 1 1 1 1 1 0 1 1 1 1 1 1 1 1 0 1 1 0 1 1 0 0 1 1 1
 1 1 1 1 1 1 1 1 0 1 1 1 1 1 0 0 1 1 1 1 1 0 1 1 1]"
0,1,0,0,1,1,1,0,[],[]
0,1,0,0,1,1,1,1,[],[]
0,1,0,1,0,0,0,0,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0.]",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
0,1,0,1,0,0,0,1,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0.]",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
0,1,0,1,0,0,1,0,[0. 0.],[0 0]
0,1,0,1,0,0,1,1,[],[]
0,1,0,1,0,1,0,0,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0.]","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]"
0,1,0,1,0,1,0,1,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]"
0,1,0,1,0,1,1,0,[],[]
0,1,0,1,0,1,1,1,[],[]
0,1,0,1,1,0,0,0,"[0.82 0.53 0.53 0.61 0.72 0.02 0.88 0.59 0.2  0.46 0.5  0.36 0.87 0.31
 0.62 0.46 0.4  0.25 0.12 0.17 0.49 0.23 0.9  0.66 0.12 0.29 0.87 0.33
 0.79 0.23 0.42 0.17 0.71 0.22 0.64 0.72 0.74 0.22 0.09 0.43 0.27 0.05
 0.01 0.56 0.4  0.71 0.54 0.68 0.22 0.68 0.37 0.34 0.15 0.52 0.47 0.33
 0.74 0.58 0.52 0.39 0.55 0.43 0.41 0.61 0.67 0.43 0.58 0.35 0.52 0.1
 0.22 0.65 0.37 0.39 0.65 0.15 0.63 0.2  0.65 0.7  0.61 0.59 0.21 0.06
 0.68 0.56 0.45 0.74 0.6  0.43 0.31 0.65 0.78 0.24 0.54 0.22 0.27 0.22
 0.45 0.33 0.22 0.27 0.57 0.24 0.33 0.21 0.45 0.45 0.34 0.88 0.45 0.77
 0.51 0.55 0.55 0.59 0.71 0.06 0.63 0.3  0.72 0.76 0.59 0.02 0.73 0.47]","[0 1 1 1 1 0 1 1 0 1 1 0 1 0 1 0 0 1 0 0 0 0 1 1 1 0 1 0 0 0 0 0 1 1 0 1 1
 1 0 0 0 0 0 1 0 1 1 0 0 1 1 1 0 1 0 1 1 1 1 1 1 1 1 1 0 0 1 1 1 0 0 0 0 0
 0 0 1 0 0 0 0 1 0 0 1 0 0 1 0 1 0 0 1 1 1 0 0 0 0 0 0 1 0 0 1 1 0 0 0 1 0
 1 0 1 0 1 1 0 1 0 1 1 0 0 0 1]"
0,1,0,1,1,0,0,1,"[0.5  0.25 0.46 0.16 0.15 0.06 0.03 0.01 0.27 0.01 0.1  0.55 0.17 0.51
 0.18 0.03 0.41 0.14 0.67 0.7  0.04 0.01 0.4  0.73 0.15 0.7  0.22 0.02
 0.14 0.45 0.04 0.35 0.09 0.25 0.03 0.44 0.24 0.55 0.13 0.07 0.09 0.09
 0.11 0.71 0.28 0.07 0.44 0.43 0.31 0.09 0.01 0.05 0.01 0.77 0.6  0.02
 0.19 0.05 0.01 0.2  0.46 0.48 0.26 0.32 0.74 0.07 0.05 0.24 0.66 0.39
 0.06 0.91 0.55 0.08 0.53 0.16 0.21 0.15 0.53 0.69 0.15 0.24 0.09 0.23
 0.62 0.04]","[0 0 1 0 0 0 0 0 0 0 0 1 0 1 0 0 1 0 1 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 0 0 0
 1 0 0 0 0 0 1 0 0 0 1 0 1 0 0 0 0 1 0 0 0 0 0 1 0 1 0 1 0 0 0 1 1 0 1 0 0
 1 0 0 0 0 0 0 0 1 0 1 1]"
0,1,0,1,1,0,1,0,[0.06 0.08 0.1  0.1  0.03 0.04 0.01 0.01 0.06 0.02 0.2  0.02],[0 0 0 0 0 0 0 0 0 0 0 0]
0,1,0,1,1,0,1,1,[0.01 0.08 0.16 0.34 0.02 0.1  0.01 0.01],[0 0 0 0 0 0 0 0]
0,1,0,1,1,1,0,0,"[0.91 0.55 0.94 0.9  0.91 0.91 0.91 0.84 0.31 0.77 0.91 0.81 0.72 0.72
 0.87 0.8  0.78 0.7  0.78 0.7  0.51 0.7  0.91 0.92 0.75 0.61 0.49 0.6
 0.89 0.88 0.81 0.95 0.95 0.47 0.88 0.68 0.75 0.67 0.87 0.33 0.47 0.96
 0.9  0.82 0.72 0.85 0.85 0.7  0.86 0.82 0.6  0.86 0.93 0.78 0.89 0.9
 0.73 0.84 0.84 0.78 0.87 0.88 0.96 0.98 0.38 0.88 0.7  0.82 0.95 0.98
 0.83 0.65 0.45 0.5  0.84 0.92 0.78 0.48 0.83 0.63 0.89 0.59 0.7  0.87
 0.85 0.87 0.85 0.66 0.89 0.56 0.87 0.84 0.88 0.25 0.71 0.83 0.79 0.94
 0.87 0.93 0.79 0.95 0.88 0.66 0.87 0.87 0.84 0.66 0.69 0.92 0.63 0.9
 0.7  0.76 0.75 0.79 0.85 0.22 0.97 0.51 0.85 0.82 0.82 0.88 0.83 0.74
 0.84 0.92 0.87 0.95 0.77 0.62 0.84 0.81 0.84 0.8  0.72 0.72 0.88 0.73
 0.85 0.84 0.94 0.92 0.68 0.62 0.92 0.74 0.65 0.19 0.94 0.85 0.95 0.25
 0.95 0.72 0.88 0.82 0.87 0.66 0.78 0.86 0.94 0.5  0.86 0.84 0.79 0.65
 0.87 0.91 0.97 0.75 0.82 0.57 0.81 0.96 0.86 0.7  0.83 0.73 0.92 0.84
 0.83 0.85 0.65 0.87 0.86 0.93 0.85 0.78 0.58 0.59 0.92 0.71 0.91 0.78
 0.95 0.91 0.88 0.93 0.88 0.7  0.69 0.93 0.68 0.89 0.79 0.93 0.74 0.73
 0.86 0.89 0.63 0.95 0.5  0.92 0.29 0.75 0.91 0.81 0.6  0.88 0.81 0.9
 0.94 0.91 0.87 0.48 0.64 0.79 0.55 0.82 0.79 0.92 0.85 0.9  0.83 0.57
 0.78 0.64 0.79 0.64 0.86 0.83 0.59 0.74 0.92 0.86 0.81 0.79 0.83 0.42
 0.31 0.92 0.82 0.89 0.8  0.8  0.82 0.89 0.85 0.78 0.95 0.97 0.88 0.92
 0.78 0.76 0.79 0.72 0.78 0.86 0.48 0.71 0.66 0.9  0.95 0.93 0.72 0.89
 0.68 0.82 0.69 0.76 0.87 0.79 0.82 0.96 0.71 0.79 0.64 0.43 0.88 0.89
 0.68 0.9  0.74 0.58 0.84 0.9  0.95 0.95 0.89 0.78 0.85 0.91 0.76 0.17
 0.89 0.9  0.55 0.88 0.66 0.61 0.57 0.87 0.43 0.81 0.75 0.9  0.66 0.89
 0.76 0.95 0.8  0.83 0.96 0.75 0.62 0.92 0.89 0.76 0.97]","[1 1 1 0 0 1 1 1 0 1 1 1 1 1 1 1 1 1 1 1 0 0 1 1 1 1 1 0 1 1 0 1 1 1 1 1 0
 1 1 1 0 1 1 1 1 1 1 0 1 0 0 1 1 1 1 1 1 1 1 0 1 0 1 1 0 1 1 1 1 1 1 1 0 0
 1 1 1 1 1 0 1 1 1 1 1 0 1 1 0 0 1 1 1 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1
 1 1 1 1 1 0 0 1 0 1 1 0 1 1 1 1 1 1 1 1 1 0 0 1 1 1 1 1 1 1 1 0 1 1 1 1 1
 1 0 1 1 1 0 1 0 1 0 1 0 0 1 0 0 1 1 1 1 1 0 1 0 1 1 1 1 1 1 0 0 1 1 0 1 1
 0 0 1 1 1 0 1 0 1 1 1 1 1 1 1 1 0 0 1 1 1 1 1 0 0 1 0 0 1 1 1 0 1 1 1 1 1
 1 1 1 1 1 1 1 1 1 1 0 1 0 1 1 0 1 1 1 0 1 0 0 0 1 1 1 1 0 1 0 1 1 1 1 1 1
 0 1 1 1 1 1 1 1 1 1 1 1 0 1 1 1 1 1 1 1 1 1 1 1 0 1 1 1 1 1 1 0 0 1 1 1 0
 1 1 1 1 1 1 1 1 1 1 1 0 1 1 1 1 1 0 1 0 0 0 1 1 1 1 1 1 1 0 1 1 1 1 0 0 1]"
0,1,0,1,1,1,0,1,"[0.03 0.36 0.62 0.87 0.72 0.92 0.17 0.37 0.61 0.21 0.82 0.76 0.67 0.58
 0.93 0.37 0.72 0.2  0.65 0.85 0.86 0.93 0.93 0.27 0.82 0.72 0.31 0.68
 0.9  0.65 0.92 0.82 0.86 0.11 0.03 0.87 0.83 0.1  0.95 0.91 0.09 0.74
 0.84 0.9  0.85 0.74 0.97 0.86 0.7  0.3  0.64 0.18 0.78 0.8  0.38 0.2
 0.12 0.11 0.17 0.93 0.77 0.72 0.92 0.04 0.85 0.58 0.16 0.3  0.87 0.88
 0.76 0.34 0.19 0.42 0.2  0.81 0.29 0.34 0.72 0.82 0.24 0.61 0.45 0.25
 0.57 0.95 0.91 0.72 0.14 0.87 0.09 0.66 0.64 0.08 0.69 0.92 0.87 0.78
 0.4  0.91 0.26 0.19 0.18 0.94 0.64 0.9  0.13 0.15 0.82 0.26 0.44 0.28
 0.64 0.78 0.16 0.77 0.83 0.94 0.22 0.79 0.73 0.92 0.6  0.92 0.88 0.35
 0.75 0.7  0.86 0.65 0.93 0.16 0.3  0.69 0.85 0.88 0.87 0.25 0.13 0.83
 0.83 0.19 0.1  0.28 0.89 0.44 0.65 0.93 0.77 0.87 0.34 0.06 0.91 0.85
 0.83 0.14 0.6  0.88 0.21 0.88 0.27 0.89 0.22 0.79 0.75 0.39 0.7  0.85
 0.8  0.93 0.84 0.71 0.22 0.36 0.74 0.94 0.89 0.81 0.76 0.25 0.74 0.06
 0.79 0.4  0.34 0.4  0.49 0.82 0.48 0.83 0.37 0.79 0.9  0.91 0.82 0.86
 0.93 0.59 0.28 0.35 0.8  0.32 0.86 0.82 0.73 0.76 0.87 0.86 0.34 0.78
 0.25 0.14 0.38 0.75 0.3  0.91 0.75 0.17 0.2  0.79 0.86 0.79 0.96 0.12
 0.56 0.83 0.92 0.82 0.87 0.82 0.28 0.91 0.88 0.76 0.7  0.79 0.32 0.83
 0.23 0.88 0.91 0.83 0.86 0.12 0.86 0.66 0.45 0.76 0.15 0.17 0.88 0.38
 0.04 0.75]","[1 0 0 1 0 1 0 1 0 0 1 1 1 0 0 0 1 1 1 0 1 1 1 0 1 1 0 1 1 0 1 1 0 0 0 1 1
 0 1 1 1 1 1 1 1 1 1 1 1 1 0 0 1 1 0 0 0 1 0 1 1 1 1 1 0 1 1 1 1 1 1 1 1 0
 0 1 0 1 1 1 0 1 1 1 1 1 1 1 0 1 0 1 0 0 0 1 1 1 0 1 1 1 0 1 1 1 0 0 1 1 0
 0 1 1 1 1 1 1 0 1 1 1 0 1 1 0 1 0 1 0 1 0 1 1 0 1 1 0 0 0 1 0 0 0 1 1 0 1
 0 1 1 0 1 1 0 1 1 1 0 1 0 1 1 1 0 0 0 1 1 1 1 1 0 1 0 1 1 1 1 0 1 0 0 0 0
 0 1 1 1 1 0 1 1 1 1 1 1 0 0 1 1 0 1 0 1 0 1 0 0 1 0 0 1 1 0 1 1 0 0 1 1 1
 1 0 1 1 0 1 1 0 0 1 1 1 0 1 1 1 0 1 1 1 1 0 1 0 1 1 0 0 1 0 0 1]"
0,1,0,1,1,1,1,0,[],[]
0,1,0,1,1,1,1,1,[],[]
0,1,1,0,0,0,0,0,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[0 0 0 0 0 0 0 0 0 0 0 0 0 0]
0,1,1,0,0,0,0,1,[0. 0. 0. 0. 0. 0. 0. 0.],[0 0 0 0 0 0 0 0]
0,1,1,0,0,0,1,0,[0. 0.],[0 0]
0,1,1,0,0,0,1,1,[0. 0.],[0 0]
0,1,1,0,0,1,0,0,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0.]",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
0,1,1,0,0,1,0,1,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
0,1,1,0,0,1,1,0,[],[]
0,1,1,0,0,1,1,1,[],[]
0,1,1,0,1,0,0,0,"[0.06 0.2  0.01 0.12 0.38 0.38 0.16 0.48 0.05 0.48 0.25 0.88 0.02 0.02
 0.15 0.15 0.6  0.23 0.53 0.2  0.14 0.57 0.17 0.5  0.01 0.38 0.35 0.21
 0.66 0.48 0.75 0.89 0.73 0.43 0.18 0.12 0.37 0.46 0.16 0.35 0.65 0.66
 0.67 0.23 0.15 0.59 0.47 0.61 0.39 0.35 0.61 0.3  0.37 0.51 0.59 0.49
 0.37 0.64 0.35 0.16]","[0 1 0 0 0 1 1 1 0 1 0 1 0 0 0 1 1 0 0 0 0 1 0 0 0 0 0 0 0 1 0 1 0 0 1 1 0
 0 0 0 1 1 1 0 0 0 1 0 0 1 1 0 0 0 0 1 0 0 1 0]"
0,1,1,0,1,0,0,1,"[0.17 0.02 0.07 0.56 0.07 0.13 0.05 0.07 0.02 0.16 0.09 0.25 0.04 0.26
 0.22 0.06 0.11 0.34 0.27 0.06 0.14 0.12 0.17 0.1  0.04 0.4  0.23 0.44
 0.61 0.02 0.08 0.07 0.02 0.01 0.12 0.04 0.39 0.12 0.03 0.23 0.03 0.56]","[0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0 0 0 1 0 0 0 0 1 1 1 0 0 0 0 0 0 0 0 0
 0 0 0 0 0]"
0,1,1,0,1,0,1,0,[0.04 0.03 0.01 0.01 0.02 0.08 0.24],[0 0 0 0 0 0 0]
0,1,1,0,1,0,1,1,[0.1  0.01 0.  ],[0 0 0]
0,1,1,0,1,1,0,0,"[0.17 0.78 0.82 0.81 0.54 0.9  0.28 0.9  0.77 0.85 0.84 0.71 0.78 0.56
 0.04 0.77 0.68 0.51 0.79 0.76 0.82 0.52 0.2  0.43 0.72 0.33 0.91 0.76
 0.76 0.78 0.55 0.79 0.78 0.79 0.53 0.94 0.58 0.55 0.73 0.6  0.78 0.85
 0.69 0.8  0.47 0.95 0.6  0.69 0.88 0.68 0.16 0.59 0.42 0.11 0.72 0.97
 0.77 0.46 0.72 0.7  0.84 0.67 0.59 0.7  0.78 0.66 0.49 0.62 0.7  0.75
 0.76 0.72 0.47 0.54 0.86 0.79 0.81 0.9  0.71 0.66 0.83 0.59 0.51 0.66
 0.29 0.69 0.71 0.57 0.75]","[0 0 1 1 1 1 1 0 1 1 1 1 1 1 0 1 1 1 1 1 1 1 0 0 1 1 1 1 0 1 0 1 0 1 1 1 0
 0 1 0 1 1 0 1 1 1 0 1 1 1 0 1 0 0 0 1 0 1 0 1 1 1 0 0 1 1 1 1 1 0 1 1 0 0
 1 1 1 1 1 1 0 1 0 0 1 1 1 0 1]"
0,1,1,0,1,1,0,1,"[0.34 0.08 0.64 0.22 0.15 0.01 0.54 0.18 0.71 0.44 0.82 0.61 0.16 0.13
 0.17 0.51 0.59 0.77 0.82 0.43 0.87 0.6  0.1  0.57 0.17 0.21 0.03 0.52
 0.93 0.15 0.58 0.09 0.08 0.84 0.63 0.06 0.34 0.58 0.63 0.52 0.08 0.86
 0.34 0.48 0.04 0.58 0.29 0.8  0.83 0.12 0.09 0.62 0.58 0.1  0.67 0.31
 0.83 0.55 0.65 0.14 0.17 0.64 0.01 0.16 0.77 0.52 0.13 0.55 0.54 0.86
 0.04 0.62 0.01 0.6  0.15 0.39 0.77 0.68 0.54 0.64 0.38 0.15 0.84 0.13]","[1 1 0 0 0 0 0 0 0 1 1 1 0 1 0 1 1 0 1 0 0 1 0 0 0 0 0 0 1 1 1 0 0 1 0 0 1
 0 1 1 0 0 1 1 0 0 1 1 1 0 0 1 1 0 0 1 1 1 0 0 0 0 0 0 1 0 0 1 1 1 0 1 0 1
 0 0 1 0 1 1 0 0 1 1]"
0,1,1,0,1,1,1,0,[],[]
0,1,1,0,1,1,1,1,[],[]
0,1,1,1,0,0,0,0,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0.]",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
0,1,1,1,0,0,0,1,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
0,1,1,1,0,0,1,0,[0. 0. 0.],[0 0 0]
0,1,1,1,0,0,1,1,[0.],[0]
0,1,1,1,0,1,0,0,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
0,1,1,1,0,1,0,1,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0]"
0,1,1,1,0,1,1,0,[],[]
0,1,1,1,0,1,1,1,[],[]
0,1,1,1,1,0,0,0,"[0.33 0.3  0.45 0.16 0.53 0.18 0.08 0.15 0.06 0.32 0.08 0.2  0.15 0.7
 0.54 0.38 0.08 0.52 0.01 0.1  0.71 0.66 0.31 0.41 0.15 0.19 0.02 0.36
 0.76 0.32 0.42 0.2  0.41 0.59 0.08 0.45 0.6  0.05 0.02 0.53 0.27 0.34
 0.22 0.22 0.   0.46 0.08 0.01 0.57 0.07 0.53 0.12 0.19 0.25 0.23 0.13
 0.19 0.36 0.46 0.04 0.47 0.06 0.01 0.16 0.02 0.23 0.1  0.46 0.32 0.2
 0.24 0.05 0.57 0.35 0.66 0.78 0.02 0.6  0.11 0.46 0.18 0.31 0.39 0.53
 0.31 0.12 0.04 0.19 0.49 0.14 0.19 0.14 0.36 0.42 0.49 0.34 0.01 0.27
 0.58 0.51 0.46 0.75 0.51 0.17 0.22 0.23 0.29 0.47 0.41 0.65 0.04 0.22
 0.22 0.2  0.67 0.11 0.4  0.31 0.23 0.53 0.42 0.1  0.74 0.55 0.03 0.29
 0.13]","[0 1 1 1 1 0 0 1 0 0 0 0 0 1 1 0 0 0 0 0 1 1 0 1 0 0 0 0 0 0 0 0 1 0 0 0 1
 0 0 1 0 0 0 0 0 1 0 0 1 0 0 0 0 1 0 0 0 1 1 0 1 0 0 0 0 0 0 1 0 1 0 0 1 0
 1 1 0 0 0 1 1 1 0 1 0 0 0 0 0 1 1 1 0 0 0 0 0 0 1 1 0 1 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 1 0 0 1 1 0 1 1 0 0 0]"
0,1,1,1,1,0,0,1,"[0.24 0.09 0.02 0.02 0.13 0.03 0.08 0.22 0.1  0.07 0.01 0.04 0.32 0.22
 0.03 0.04 0.41 0.28 0.05 0.05 0.06 0.08 0.22 0.08 0.08 0.06 0.05 0.08
 0.02 0.04 0.03 0.03 0.1  0.04 0.02 0.03 0.01 0.01 0.2  0.27 0.04 0.06
 0.01 0.   0.3  0.14 0.58 0.12 0.38 0.26 0.25 0.09 0.01 0.7  0.   0.19
 0.08 0.04 0.09 0.09 0.3  0.32 0.06 0.04 0.05 0.03 0.05 0.04 0.02 0.18
 0.23 0.07 0.07 0.01 0.24 0.08 0.1  0.23 0.33 0.29 0.03 0.07 0.09 0.09
 0.36 0.41]","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 1 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 1 0 0 0 0 0 0 1]"
0,1,1,1,1,0,1,0,[0.06 0.01 0.   0.23 0.11 0.01 0.05 0.01 0.05 0.13],[0 0 0 0 0 0 0 0 0 1]
0,1,1,1,1,0,1,1,[0.14 0.05 0.04 0.01 0.01 0.03 0.02],[0 0 0 0 0 0 0]
0,1,1,1,1,1,0,0,"[0.83 0.84 0.66 0.8  0.8  0.47 0.7  0.58 0.57 0.77 0.53 0.15 0.59 0.93
 0.86 0.88 0.7  0.3  0.4  0.71 0.51 0.74 0.63 0.63 0.82 0.74 0.58 0.58
 0.88 0.22 0.23 0.2  0.31 0.72 0.73 0.93 0.45 0.5  0.33 0.23 0.73 0.8
 0.39 0.62 0.87 0.39 0.84 0.44 0.42 0.21 0.59 0.76 0.49 0.16 0.31 0.75
 0.58 0.58 0.79 0.29 0.88 0.52 0.75 0.51 0.9  0.75 0.72 0.14 0.12 0.93
 0.8  0.76 0.67 0.55 0.53 0.62 0.58 0.52 0.73 0.87 0.64 0.77 0.5  0.18
 0.65 0.31 0.62 0.7  0.6  0.7  0.44 0.89 0.73 0.38 0.75 0.8  0.58 0.59
 0.39 0.83 0.72 0.72 0.88 0.69 0.88 0.5  0.79 0.48 0.9  0.71 0.79 0.75
 0.3  0.64 0.31 0.68 0.73 0.36 0.59 0.46 0.62 0.61 0.4  0.54 0.66 0.3
 0.5  0.67 0.68 0.77 0.5  0.73 0.19 0.12 0.69 0.44 0.73 0.34 0.46 0.69
 0.74 0.42 0.53 0.8  0.16 0.8  0.41 0.94 0.61 0.49 0.43 0.61 0.61 0.46
 0.65 0.07 0.76 0.55 0.84 0.43 0.71 0.78 0.93 0.36 0.79 0.51 0.69 0.9
 0.79 0.59 0.81 0.83 0.08 0.05 0.74 0.82 0.82 0.52 0.58 0.72 0.27 0.57
 0.63 0.06 0.58 0.25 0.5  0.54 0.69 0.8  0.67 0.64 0.53 0.34 0.75 0.45
 0.59 0.41 0.41 0.74 0.92]","[0 1 0 1 1 1 0 1 0 1 1 1 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 0 0 1 1 1 0
 1 0 0 0 1 0 1 1 0 1 1 1 0 1 0 1 1 1 1 0 1 1 1 1 0 1 0 1 1 1 0 0 1 1 0 1 0
 1 0 1 0 1 0 1 0 1 0 0 0 1 1 1 0 0 1 1 1 1 1 0 0 0 1 1 1 1 0 1 1 1 0 1 0 1
 1 0 1 0 1 0 1 0 1 1 1 1 1 1 1 0 1 0 1 1 1 1 0 0 0 0 0 0 0 0 0 1 1 0 0 1 1
